,Player,enterYear,retireYear,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,TS%,3PAr,FTr,WS/48,FG%,3P%,2P%,eFG%,FT%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,MP_PG,FG_PG,FGA_PG,3P_PG,3PA_PG,2P_PG,2PA_PG,FT_PG,FTA_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
59,Alan Ogg,1991,1993,C,86,1,686,80,165,0,2,80,163,28,48,51,92,143,17,13,61,33,138,188,22.1,0.0,0.1,0.2,-3.3,-4.8,-8.2,-0.0,0.474,0.007,0.314,0.12,0.44,0.0,0.444,0.44,0.677,0.21,0.311,0.26,0.089,0.011,0.05,0.137,0.281,8.0,0.9,1.9,0.0,0.0,0.9,1.9,0.3,0.6,0.6,1.1,1.7,0.2,0.2,0.7,0.4,1.6,2.2
60,Alan Sawyer,1951,1951,F,33,0,0,87,235,0,0,87,235,43,50,0,0,121,25,0,0,0,75,217,,0.4,0.4,0.9,,,,,0.422,,0.213,,0.37,,0.37,0.37,0.86,,,,,,,,,0.0,2.6,7.1,0.0,0.0,2.6,7.1,1.3,1.5,0.0,0.0,3.7,0.8,0.0,0.0,0.0,2.3,6.6
61,Alan Williams,2016,2017,C,57,0,776,148,291,0,1,148,290,79,126,108,222,330,28,31,37,43,140,375,20.3,0.6,0.6,1.2,-2.2,2.1,-0.1,0.1,0.514,0.002,0.501,0.144,0.467,0.0,0.468,0.467,0.634,0.179,0.352,0.264,0.084,0.024,0.048,0.136,0.217,13.6,2.6,5.1,0.0,0.0,2.6,5.1,1.4,2.2,1.9,3.9,5.8,0.5,0.5,0.6,0.8,2.5,6.6
62,Alando Tucker,2008,2010,SF,66,1,522,94,221,11,41,83,180,63,81,35,24,59,20,5,2,24,28,262,12.2,0.1,0.0,0.1,-2.5,-5.5,-8.0,-0.1,0.495,0.157,0.357,0.039,0.421,0.221,0.461,0.438,0.786,0.077,0.06,0.068,0.051,0.002,0.003,0.076,0.23,7.9,1.4,3.3,0.2,0.6,1.3,2.7,1.0,1.2,0.5,0.4,0.9,0.3,0.1,0.0,0.4,0.4,4.0
63,Albert King,1982,1992,SF,534,326,12836,2709,5875,56,209,2653,5666,996,1259,760,1502,2262,1171,452,196,1151,1612,6470,13.0,0.2,1.6,1.8,-1.6,-0.6,-2.2,0.2,0.493,0.064,0.214,0.056,0.446,0.232,0.455,0.454,0.799,0.061,0.139,0.099,0.131,0.017,0.008,0.14,0.236,24.0,5.1,11.0,0.1,0.4,5.0,10.6,1.9,2.4,1.4,2.8,4.2,2.2,0.8,0.4,2.2,3.0,12.1
64,Alec Burks,2012,2017,SG,301,42,6618,1053,2458,181,503,872,1955,747,993,205,672,877,534,184,46,412,573,3034,13.4,1.0,0.7,1.6,-0.9,-1.5,-2.4,-0.0,0.517,0.217,0.392,0.071,0.42,0.36,0.435,0.459,0.755,0.036,0.124,0.081,0.127,0.014,0.005,0.122,0.227,22.0,3.5,8.2,0.6,1.7,2.9,6.5,2.5,3.3,0.7,2.2,2.9,1.8,0.6,0.2,1.4,1.9,10.1
65,Alec Kessler,1991,1994,PF,210,24,2937,425,998,10,24,415,974,224,301,258,493,751,81,39,71,192,451,1084,10.5,-0.1,0.6,0.5,-3.2,-2.2,-5.4,-0.8,0.514,0.115,0.321,0.058,0.436,0.337,0.421,0.467,0.751,0.086,0.169,0.127,0.044,0.007,0.015,0.141,0.192,14.0,2.0,4.8,0.0,0.1,2.0,4.6,1.1,1.4,1.2,2.3,3.6,0.4,0.2,0.3,0.9,2.1,5.2
66,Aleksandar Djordjevic,1997,1997,SG,8,0,61,8,16,5,7,3,9,4,5,1,4,5,5,0,0,5,3,25,12.5,0.1,0.0,0.1,-0.4,-3.4,-3.8,0.0,0.687,0.438,0.313,0.114,0.5,0.714,0.333,0.656,0.8,0.02,0.076,0.049,0.131,0.0,0.0,0.216,0.171,7.6,1.0,2.0,0.6,0.9,0.4,1.1,0.5,0.6,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1
67,Aleksandar Radojevic,2000,2005,C,15,6,152,8,26,0,0,8,26,10,16,11,25,36,7,2,3,20,37,26,0.4,-0.3,0.1,-0.2,-10.9,0.5,-10.2,-0.2,0.385,0.0,0.692,-0.16,0.301,,0.301,0.301,0.6,0.087,0.239,0.161,0.066,0.021,0.021,0.367,0.204,10.1,0.5,1.7,0.0,0.0,0.5,1.7,0.7,1.1,0.7,1.7,2.4,0.5,0.1,0.2,1.3,2.5,1.7
68,Alex Abrines,2017,2017,SG,68,6,1055,134,341,94,247,40,94,44,49,18,68,86,40,37,8,33,114,406,10.1,1.2,0.9,2.1,-0.3,-2.2,-2.5,-0.1,0.56,0.724,0.144,0.095,0.393,0.381,0.426,0.531,0.898,0.019,0.071,0.045,0.055,0.017,0.006,0.083,0.159,15.5,2.0,5.0,1.4,3.6,0.6,1.4,0.6,0.7,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0
69,Alex Acker,2006,2009,SG,55,0,433,64,168,15,45,49,123,10,20,17,36,53,28,11,8,18,22,153,8.4,-0.1,0.0,-0.0,-5.2,-1.5,-6.8,-0.1,0.392,0.296,0.109,-0.061,0.352,0.247,0.411,0.385,0.5,0.032,0.111,0.071,0.119,0.023,0.017,0.093,0.237,7.9,1.2,3.1,0.3,0.8,0.9,2.2,0.2,0.4,0.3,0.7,1.0,0.5,0.2,0.1,0.3,0.4,2.8
70,Alex Blackwell,1993,1993,SF,27,0,109,14,42,0,3,14,39,6,8,10,13,23,7,4,2,5,14,34,8.2,-0.1,0.1,0.0,-4.9,-1.4,-6.3,-0.1,0.373,0.071,0.19,-0.016,0.333,0.0,0.359,0.333,0.75,0.104,0.137,0.12,0.091,0.018,0.011,0.099,0.198,4.0,0.5,1.6,0.0,0.1,0.5,1.4,0.2,0.3,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.5,1.3
71,Alex Bradley,1982,1982,SF,39,0,331,54,103,0,1,54,102,29,48,31,34,65,11,12,5,28,37,137,12.4,0.1,0.3,0.4,-2.2,-1.7,-3.9,-0.2,0.552,0.01,0.466,0.053,0.524,0.0,0.529,0.524,0.604,0.105,0.12,0.112,0.046,0.017,0.009,0.184,0.189,8.5,1.4,2.6,0.0,0.0,1.4,2.6,0.7,1.2,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0.9,3.5
72,Alex English,1977,1991,SF,1271,753,40464,11212,22149,20,89,11192,22060,4487,5407,3047,4096,7143,4575,1140,895,3035,3233,26931,19.1,4.8,1.5,6.2,2.4,-1.2,1.2,2.2,0.544,0.004,0.239,0.119,0.503,0.231,0.504,0.503,0.818,0.081,0.115,0.098,0.158,0.013,0.012,0.117,0.258,31.8,8.8,17.4,0.0,0.1,8.8,17.4,3.5,4.3,2.4,3.2,5.6,3.6,0.9,0.7,2.4,2.5,21.2
73,Alex Garcia,2004,2005,SG,10,3,159,19,59,5,18,14,41,4,6,7,8,15,18,6,1,9,15,47,1.8,-0.1,0.0,-0.1,-9.6,-0.6,-10.1,-0.0,0.299,0.173,0.181,-0.169,0.244,0.278,0.263,0.269,0.625,0.028,0.034,0.03,0.111,0.049,0.003,0.121,0.257,15.9,1.9,5.9,0.5,1.8,1.4,4.1,0.4,0.6,0.7,0.8,1.5,1.8,0.6,0.1,0.9,1.5,4.7
74,Alex Groza,1950,1951,C,130,0,0,1013,2136,0,0,1013,2136,899,1189,0,0,709,318,0,0,0,458,2925,,15.6,2.3,18.0,,,,,0.55,,0.556,,0.474,,0.474,0.474,0.758,,,,,,,,,0.0,7.8,16.4,0.0,0.0,7.8,16.4,6.9,9.1,0.0,0.0,5.5,2.4,0.0,0.0,0.0,3.5,22.5
75,Alex Hannum,1950,1957,F-C,516,0,7713,1182,3341,0,0,1182,3341,714,1135,0,0,2013,857,0,0,0,1955,3078,9.0,-0.1,2.0,1.9,,,,,0.4,,0.333,0.038,0.353,,0.353,0.353,0.632,,,,,,,,,14.9,2.3,6.5,0.0,0.0,2.3,6.5,1.4,2.2,0.0,0.0,3.9,1.7,0.0,0.0,0.0,3.8,6.0
76,Alex Kirk,2015,2015,C,5,0,14,1,4,0,0,1,4,2,2,1,0,1,1,0,0,0,1,4,8.5,0.0,0.0,0.0,-3.0,-4.3,-7.4,0.0,0.41,0.0,0.5,0.061,0.25,,0.25,0.25,1.0,0.083,0.0,0.041,0.101,0.0,0.0,0.0,0.157,2.8,0.2,0.8,0.0,0.0,0.2,0.8,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8
77,Alex Len,2014,2017,C,266,127,5261,706,1518,5,22,701,1496,417,582,515,1142,1657,177,113,283,347,753,1834,12.0,0.4,1.5,2.0,-4.1,1.0,-3.1,-0.2,0.512,0.011,0.381,0.064,0.463,0.242,0.465,0.464,0.699,0.108,0.23,0.168,0.043,0.01,0.043,0.175,0.165,19.8,2.7,5.7,0.0,0.1,2.6,5.6,1.6,2.2,1.9,4.3,6.2,0.7,0.4,1.1,1.3,2.8,6.9
78,Alex Poythress,2017,2017,PF,6,1,157,25,54,6,19,19,35,8,10,11,18,29,5,3,2,3,14,64,13.2,0.2,0.1,0.3,-0.6,-1.9,-2.5,0.0,0.548,0.352,0.185,0.099,0.463,0.316,0.543,0.519,0.8,0.077,0.127,0.102,0.051,0.009,0.01,0.049,0.169,26.2,4.2,9.0,1.0,3.2,3.2,5.8,1.3,1.7,1.8,3.0,4.8,0.8,0.5,0.3,0.5,2.3,10.7
79,Alex Scales,2006,2006,SG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,-6.0,1.6,-4.4,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Alex Stepheson,2016,2016,PF,16,0,146,18,54,0,0,18,54,8,24,38,18,56,4,2,10,0,24,44,13.2,0.0,0.1,0.1,-2.7,0.4,-2.3,0.0,0.401,0.0,0.943,0.08,0.547,,0.547,0.547,0.244,0.233,0.13,0.184,0.032,0.005,0.079,0.0,0.164,9.1,1.1,3.4,0.0,0.0,1.1,3.4,0.5,1.5,2.4,1.1,3.5,0.2,0.1,0.6,0.0,1.5,2.8
81,Alex Stivrins,1986,1993,PF,41,0,166,39,82,0,4,39,78,7,12,17,24,41,7,4,4,17,24,85,3.3,-0.0,0.0,-0.0,-10.0,-5.3,-15.3,-0.0,0.375,0.036,0.245,-0.189,0.359,0.0,0.379,0.359,0.583,0.116,0.123,0.12,0.054,0.008,0.013,0.14,0.285,4.0,1.0,2.0,0.0,0.1,1.0,1.9,0.2,0.3,0.4,0.6,1.0,0.2,0.1,0.1,0.4,0.6,2.1
82,Alexander Johnson,2007,2008,PF,102,25,1302,152,294,0,0,152,294,135,201,82,193,275,30,38,45,89,217,439,11.0,0.3,0.5,0.8,-4.0,-0.6,-4.6,-0.4,0.571,0.0,0.681,0.051,0.513,,0.513,0.513,0.674,0.074,0.172,0.124,0.038,0.015,0.025,0.191,0.169,12.8,1.5,2.9,0.0,0.0,1.5,2.9,1.3,2.0,0.8,1.9,2.7,0.3,0.4,0.4,0.9,2.1,4.3
83,Alexander Volkov,1990,1992,C,149,31,2453,388,853,48,144,340,709,195,318,155,229,384,333,102,52,154,344,1019,13.7,1.3,0.9,2.2,0.6,-0.3,0.2,0.8,0.517,0.157,0.385,0.085,0.462,0.35,0.483,0.488,0.607,0.067,0.101,0.083,0.177,0.02,0.013,0.134,0.19,16.5,2.6,5.7,0.3,1.0,2.3,4.8,1.3,2.1,1.0,1.5,2.6,2.2,0.7,0.3,1.0,2.3,6.8
84,Alexey Shved,2013,2015,SG,224,34,4038,578,1542,209,668,369,874,418,540,108,346,454,566,140,55,291,249,1783,15.1,0.4,0.5,0.9,0.4,-2.4,-1.9,0.1,0.51,0.437,0.402,0.08,0.371,0.322,0.408,0.441,0.787,0.029,0.097,0.062,0.216,0.018,0.008,0.13,0.242,18.0,2.6,6.9,0.9,3.0,1.6,3.9,1.9,2.4,0.5,1.5,2.0,2.5,0.6,0.2,1.3,1.1,8.0
85,Alexis Ajinca,2009,2017,C,327,78,4245,704,1416,24,76,680,1340,264,333,363,865,1228,153,113,200,267,734,1696,12.4,0.3,0.5,0.9,-4.2,-0.1,-4.2,-0.1,0.512,0.089,0.208,0.061,0.469,0.159,0.479,0.484,0.673,0.079,0.206,0.142,0.045,0.016,0.037,0.131,0.202,13.0,2.2,4.3,0.1,0.2,2.1,4.1,0.8,1.0,1.1,2.6,3.8,0.5,0.3,0.6,0.8,2.2,5.2
86,Alfred McGuire,1952,1955,PG,191,0,2966,251,663,0,0,251,663,255,463,0,0,418,363,0,0,0,501,757,11.3,0.9,0.9,1.8,,,,,0.409,,0.6,0.085,0.358,,0.358,0.358,0.578,,,,,,,,,15.5,1.3,3.5,0.0,0.0,1.3,3.5,1.3,2.4,0.0,0.0,2.2,1.9,0.0,0.0,0.0,2.6,4.0
87,Alfredrick Hughes,1986,1986,SG,68,0,866,152,372,3,17,149,355,49,84,49,64,113,61,26,5,63,79,356,8.2,-1.0,0.5,-0.5,-4.3,-2.3,-6.5,-1.0,0.435,0.046,0.226,-0.029,0.409,0.176,0.42,0.413,0.583,0.066,0.082,0.074,0.096,0.014,0.003,0.133,0.219,12.7,2.2,5.5,0.0,0.2,2.2,5.2,0.7,1.2,0.7,0.9,1.7,0.9,0.4,0.1,0.9,1.2,5.2
88,Allan Bristow,1974,1983,SF,648,54,13277,1977,4296,16,56,1961,4240,1152,1444,893,1720,2613,2098,490,40,800,1337,5122,14.2,1.5,1.0,2.5,0.0,-0.6,-0.6,0.7,0.511,0.051,0.317,0.076,0.453,0.298,0.455,0.458,0.785,0.076,0.136,0.106,0.209,0.016,0.002,0.201,0.172,20.5,3.1,6.6,0.0,0.1,3.0,6.5,1.8,2.2,1.4,2.7,4.0,3.2,0.8,0.1,1.2,2.1,7.9
89,Allan Houston,1994,2005,SG,839,727,28311,5337,12017,1305,3247,4032,8770,2572,2979,353,2081,2434,1990,566,139,1760,2062,14551,14.4,2.9,1.7,4.6,0.8,-2.0,-1.1,0.8,0.541,0.277,0.24,0.085,0.439,0.396,0.456,0.495,0.859,0.015,0.082,0.049,0.13,0.011,0.004,0.115,0.245,33.7,6.4,14.3,1.6,3.9,4.8,10.5,3.1,3.6,0.4,2.5,2.9,2.4,0.7,0.2,2.1,2.5,17.3
90,Allan Ray,2007,2007,SG,47,5,710,100,259,48,116,52,143,42,55,18,51,69,43,20,3,42,85,290,10.0,0.1,0.5,0.6,-1.0,-2.5,-3.5,-0.3,0.512,0.448,0.212,0.039,0.386,0.414,0.364,0.479,0.764,0.03,0.088,0.058,0.105,0.015,0.003,0.129,0.208,15.1,2.1,5.5,1.0,2.5,1.1,3.0,0.9,1.2,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2
91,Allen Crabbe,2014,2017,SG,226,24,5142,689,1511,282,686,407,825,218,257,54,469,523,237,138,52,144,447,1878,10.0,1.7,0.8,2.4,-0.8,-0.9,-1.7,0.4,0.543,0.467,0.146,0.078,0.426,0.405,0.449,0.52,0.803,0.011,0.096,0.054,0.075,0.013,0.009,0.082,0.148,22.8,3.0,6.7,1.2,3.0,1.8,3.7,1.0,1.1,0.2,2.1,2.3,1.0,0.6,0.2,0.6,2.0,8.3
92,Allen Iverson,1997,2010,SG,1064,1042,43303,9532,22369,1158,3704,8374,18665,7235,9256,814,3025,3839,6488,2213,185,3740,2006,27457,19.4,3.3,2.1,5.4,2.5,-1.5,1.0,2.3,0.523,0.152,0.431,0.108,0.434,0.341,0.455,0.458,0.767,0.021,0.077,0.049,0.277,0.024,0.003,0.132,0.3,40.7,9.0,21.0,1.1,3.5,7.9,17.5,6.8,8.7,0.8,2.8,3.6,6.1,2.1,0.2,3.5,1.9,25.8
93,Allen Leavell,1980,1989,SG,700,244,16248,2549,5666,141,603,2408,5063,1445,1733,294,870,1164,3339,929,120,1324,1489,6684,13.8,1.6,1.4,3.0,-0.5,-1.4,-1.9,0.4,0.512,0.119,0.31,0.08,0.441,0.219,0.468,0.454,0.823,0.018,0.059,0.039,0.274,0.025,0.004,0.175,0.19,23.2,3.6,8.1,0.2,0.9,3.4,7.2,2.1,2.5,0.4,1.2,1.7,4.8,1.3,0.2,1.9,2.1,9.5
94,Allen Murphy,1977,1977,SG,2,0,18,1,5,0,0,1,5,3,7,3,1,4,0,0,0,0,5,5,1.8,-0.1,0.0,-0.1,-8.7,-8.3,-16.9,-0.1,0.309,,1.4,-0.229,0.2,,0.2,0.2,0.429,0.174,0.055,0.113,0.0,0.0,0.0,,,9.0,0.5,2.5,0.0,0.0,0.5,2.5,1.5,3.5,1.5,0.5,2.0,0.0,0.0,0.0,0.0,2.5,2.5
95,Allie McGuire,1974,1974,SG,2,0,10,2,4,0,0,2,4,0,0,0,2,2,1,0,0,0,2,4,10.3,0.0,0.0,0.0,-3.8,-1.8,-5.7,0.0,0.5,,0.0,0.029,0.5,,0.5,0.5,,0.0,0.21,0.105,0.147,0.0,0.0,,,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,2.0
96,Alonzo Bradley,1978,1980,SF,99,0,1139,184,440,1,1,183,439,71,101,39,112,151,74,24,7,80,125,440,7.5,-0.1,0.0,-0.1,-4.5,-2.9,-7.4,-0.3,0.441,0.021,0.252,-0.026,0.401,1.0,0.396,0.404,0.688,0.037,0.098,0.068,0.075,0.011,0.002,0.139,0.21,11.5,1.9,4.4,0.0,0.0,1.8,4.4,0.7,1.0,0.4,1.1,1.5,0.7,0.2,0.1,0.8,1.3,4.4
97,Alonzo Gee,2010,2017,SF,527,249,10851,1209,2759,216,658,993,2101,692,920,488,1148,1636,504,454,126,535,944,3326,9.7,0.4,0.6,0.9,-2.8,0.2,-2.6,0.1,0.498,0.189,0.352,0.034,0.425,0.314,0.452,0.455,0.693,0.064,0.115,0.089,0.062,0.021,0.013,0.175,0.153,20.6,2.3,5.2,0.4,1.2,1.9,4.0,1.3,1.7,0.9,2.2,3.1,1.0,0.9,0.2,1.0,1.8,6.3
98,Alonzo Mourning,1993,2008,C,875,703,26677,5216,9913,22,89,5194,9824,4139,6003,2237,5098,7335,964,422,2430,2266,2892,14593,19.8,2.4,2.9,5.3,-1.8,2.1,0.2,1.4,0.57,0.005,0.626,0.149,0.521,0.107,0.522,0.521,0.664,0.1,0.212,0.157,0.06,0.008,0.07,0.153,0.243,30.5,6.0,11.3,0.0,0.1,5.9,11.2,4.7,6.9,2.6,5.8,8.4,1.1,0.5,2.8,2.6,3.3,16.7
99,Alphonso Ford,1994,1995,SG,11,0,114,16,52,1,10,15,42,2,4,8,12,20,10,3,0,9,7,35,14.6,-0.2,0.0,-0.2,-2.6,-4.0,-6.7,-0.1,0.407,0.154,0.102,-0.008,0.385,0.5,0.4,0.404,0.5,0.047,0.072,0.06,0.147,0.034,0.0,0.117,0.308,10.4,1.5,4.7,0.1,0.9,1.4,3.8,0.2,0.4,0.7,1.1,1.8,0.9,0.3,0.0,0.8,0.6,3.2
100,Alton Ford,2002,2004,PF,73,0,524,70,138,0,0,70,138,46,66,35,89,124,11,6,8,37,115,186,6.7,0.1,0.2,0.3,-6.1,-1.7,-7.7,-0.2,0.487,0.0,0.454,0.029,0.465,,0.465,0.465,0.523,0.057,0.21,0.134,0.069,0.002,0.01,0.175,0.182,7.2,1.0,1.9,0.0,0.0,1.0,1.9,0.6,0.9,0.5,1.2,1.7,0.2,0.1,0.1,0.5,1.6,2.5
101,Alton Lister,1982,1998,C,1017,601,19700,2565,5012,1,9,2564,5003,1310,2190,1911,4365,6276,933,357,1515,1498,3315,6441,10.7,0.3,1.8,2.1,-3.7,1.4,-2.3,0.4,0.52,0.008,0.441,0.073,0.491,0.071,0.495,0.491,0.613,0.105,0.246,0.175,0.056,0.008,0.039,0.205,0.138,19.4,2.5,4.9,0.0,0.0,2.5,4.9,1.3,2.2,1.9,4.3,6.2,0.9,0.4,1.5,1.5,3.3,6.3
102,Alvan Adams,1976,1988,C,988,342,27203,5709,11464,2,15,5707,11449,2490,3160,2015,4922,6937,4012,1289,808,2194,3214,13910,18.0,2.3,3.4,5.6,1.3,2.2,3.5,3.0,0.542,0.002,0.276,0.127,0.498,0.119,0.499,0.498,0.794,0.083,0.195,0.14,0.211,0.022,0.016,0.179,0.219,27.5,5.8,11.6,0.0,0.0,5.8,11.6,2.5,3.2,2.0,5.0,7.0,4.1,1.3,0.8,2.2,3.3,14.1
103,Alvin Heggs,1996,1996,SF,4,0,14,3,5,0,0,3,5,2,3,1,1,2,0,0,0,0,0,8,20.7,0.1,0.0,0.1,-0.5,-7.8,-8.4,0.0,0.633,0.0,0.6,0.196,0.6,,0.6,0.6,0.667,0.083,0.079,0.081,0.0,0.0,0.0,0.0,0.203,3.5,0.8,1.2,0.0,0.0,0.8,1.2,0.5,0.8,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,2.0
104,Alvin Jones,2002,2002,C,23,2,126,8,20,0,0,8,20,10,20,13,23,36,3,3,9,11,35,26,6.2,-0.2,0.3,0.1,-6.9,2.4,-4.5,-0.1,0.451,0.0,1.0,0.034,0.4,,0.4,0.4,0.5,0.118,0.205,0.162,0.037,0.013,0.054,0.276,0.145,5.5,0.3,0.9,0.0,0.0,0.3,0.9,0.4,0.9,0.6,1.0,1.6,0.1,0.1,0.4,0.5,1.5,1.1
105,Alvin Robertson,1985,1996,SG,848,734,26675,4659,9784,276,922,4383,8862,1906,2579,1728,2607,4335,4192,2267,341,2249,2856,11500,16.2,1.8,2.8,4.6,1.4,2.2,3.6,3.3,0.526,0.121,0.26,0.096,0.474,0.29,0.496,0.492,0.722,0.071,0.109,0.09,0.222,0.041,0.007,0.176,0.196,31.5,5.5,11.5,0.3,1.1,5.2,10.5,2.2,3.0,2.0,3.1,5.1,4.9,2.7,0.4,2.7,3.4,13.6
106,Alvin Scott,1978,1985,SF,627,70,10853,1171,2436,4,20,1167,2416,742,1012,661,1331,1992,847,404,371,617,1034,3088,11.0,1.0,1.9,2.9,-2.1,1.7,-0.4,0.6,0.532,0.012,0.424,0.097,0.474,0.2,0.476,0.475,0.739,0.066,0.131,0.099,0.097,0.017,0.018,0.179,0.127,17.3,1.9,3.9,0.0,0.0,1.9,3.9,1.2,1.6,1.1,2.1,3.2,1.4,0.6,0.6,1.0,1.6,4.9
107,Alvin Sims,1999,1999,SG,4,0,25,4,10,1,1,3,9,2,5,3,1,4,5,2,0,6,2,11,10.9,-0.1,0.0,-0.1,-4.2,-0.4,-4.6,0.0,0.451,0.1,0.5,-0.139,0.4,1.0,0.333,0.45,0.4,0.137,0.047,0.093,0.342,0.043,0.0,0.33,0.336,6.2,1.0,2.5,0.2,0.2,0.8,2.2,0.5,1.2,0.8,0.2,1.0,1.2,0.5,0.0,1.5,0.5,2.8
108,Alvin Williams,1998,2007,PG,514,347,13681,1789,4232,217,692,1572,3540,690,912,276,945,1221,1980,587,112,681,976,4485,10.1,1.1,1.0,2.1,-3.1,-1.3,-4.4,0.3,0.427,0.228,0.435,0.001,0.341,0.271,0.354,0.361,0.702,0.031,0.099,0.063,0.218,0.028,0.005,0.152,0.183,26.6,3.5,8.2,0.4,1.3,3.1,6.9,1.3,1.8,0.5,1.8,2.4,3.9,1.1,0.2,1.3,1.9,8.7
109,Amal McCaskill,1997,2004,C,114,4,968,81,215,0,3,81,212,42,69,75,138,213,36,24,36,52,132,204,7.7,-0.2,0.3,0.1,-6.4,1.0,-5.4,-0.2,0.384,0.018,0.343,-0.003,0.34,0.0,0.345,0.34,0.646,0.094,0.184,0.139,0.076,0.017,0.029,0.169,0.17,8.5,0.7,1.9,0.0,0.0,0.7,1.9,0.4,0.6,0.7,1.2,1.9,0.3,0.2,0.3,0.5,1.2,1.8
110,Amar'e Stoudemire,2003,2016,C,905,711,27499,6184,11499,30,131,6154,11368,4276,5630,2139,4822,6961,1095,665,1092,2031,2846,16674,20.9,4.1,1.9,6.0,0.1,-0.6,-0.5,1.1,0.585,0.011,0.45,0.157,0.529,0.155,0.533,0.53,0.761,0.094,0.195,0.145,0.064,0.012,0.029,0.122,0.255,30.4,6.8,12.7,0.0,0.1,6.8,12.6,4.7,6.2,2.4,5.3,7.7,1.2,0.7,1.2,2.2,3.1,18.4
111,Amir Johnson,2006,2017,PF,745,461,16623,2339,4073,85,250,2254,3823,796,1181,1552,2662,4214,895,464,782,832,2287,5559,16.6,2.5,1.7,4.2,0.3,2.3,2.6,1.6,0.625,0.076,0.311,0.155,0.585,0.281,0.602,0.6,0.704,0.112,0.177,0.144,0.082,0.014,0.044,0.166,0.152,22.3,3.1,5.5,0.1,0.3,3.0,5.1,1.1,1.6,2.1,3.6,5.7,1.2,0.6,1.0,1.1,3.1,7.5
112,Anderson Varejao,2005,2017,C,680,209,15547,1857,3658,1,43,1856,3615,984,1559,1541,3111,4652,769,553,415,614,1700,4699,14.8,1.5,1.7,3.2,-1.4,2.0,0.6,0.9,0.526,0.01,0.458,0.134,0.487,0.015,0.491,0.487,0.649,0.116,0.23,0.173,0.086,0.018,0.02,0.136,0.148,22.9,2.7,5.4,0.0,0.1,2.7,5.3,1.4,2.3,2.3,4.6,6.8,1.1,0.8,0.6,0.9,2.5,6.9
113,Andrae Patterson,1999,2000,PF,40,0,304,46,101,0,5,46,96,28,36,31,36,67,16,20,7,23,66,120,13.1,0.1,0.2,0.4,-0.7,0.3,-0.4,0.0,0.627,0.026,0.185,0.119,0.597,0.0,0.609,0.597,0.778,0.084,0.104,0.093,0.081,0.03,0.009,0.181,0.161,7.6,1.1,2.5,0.0,0.1,1.1,2.4,0.7,0.9,0.8,0.9,1.7,0.4,0.5,0.2,0.6,1.6,3.0
114,Andray Blatche,2006,2014,PF,564,191,12462,2327,4981,52,219,2275,4762,1000,1380,1043,1981,3024,798,492,458,914,1382,5706,15.4,0.6,1.5,2.1,-1.9,0.7,-1.2,0.6,0.495,0.066,0.261,0.062,0.451,0.229,0.467,0.458,0.718,0.095,0.189,0.141,0.106,0.019,0.03,0.143,0.228,22.1,4.1,8.8,0.1,0.4,4.0,8.4,1.8,2.4,1.8,3.5,5.4,1.4,0.9,0.8,1.6,2.5,10.1
115,Andre Barrett,2005,2008,PG,124,2,1584,172,469,33,135,139,334,47,64,41,95,136,256,58,2,89,133,424,10.7,-0.1,0.1,0.1,-2.6,-2.9,-5.5,-0.1,0.461,0.28,0.187,0.037,0.395,0.211,0.446,0.431,0.733,0.032,0.083,0.057,0.281,0.012,0.001,0.167,0.173,12.8,1.4,3.8,0.3,1.1,1.1,2.7,0.4,0.5,0.3,0.8,1.1,2.1,0.5,0.0,0.7,1.1,3.4
116,Andre Brown,2007,2009,PF,75,1,598,82,159,0,1,82,158,33,66,70,108,178,11,14,8,48,73,197,7.7,-0.1,0.1,0.1,-5.8,-1.8,-7.6,-0.2,0.444,0.005,0.372,-0.019,0.404,0.0,0.406,0.404,0.683,0.157,0.194,0.175,0.03,0.012,0.007,0.259,0.17,8.0,1.1,2.1,0.0,0.0,1.1,2.1,0.4,0.9,0.9,1.4,2.4,0.1,0.2,0.1,0.6,1.0,2.6
