year,importer1,importer2,flow1,flow2
2017,SAC,UTA,1,1
2017,SAC,WAS,1,0
2017,SAS,CLE,1,0
2017,SAS,MIL,1,0
2017,SAS,ORL,1,0
2017,TOR,CHA,1,0
2017,UTA,CHA,1,0
2017,UTA,DAL,1,0
2017,UTA,HOU,2,0
2017,UTA,MIL,1,0
2017,UTA,ORL,1,0
2017,WAS,IND,1,0
2017,WAS,MIL,1,0
2017,WAS,PHI,1,0
2017,WAS,PHX,1,0
2018,ATL,BOS,1,0
2018,ATL,CLE,1,0
2018,ATL,GSW,1,0
2018,ATL,MEM,1,1
2018,ATL,MIL,1,0
2018,ATL,OKC,1,1
2018,ATL,PHI,1,1
2018,ATL,TOR,1,0
2018,ATL,UTA,1,0
2018,ATL,WAS,1,0
2018,BKN,ATL,1,0
2018,BKN,HOU,1,0
2018,BKN,NOP,1,0
2018,BKN,PHX,1,2
2018,BKN,POR,1,2
2018,BKN,SAS,1,0
2018,BOS,CHI,1,0
2018,BOS,CLE,1,0
2018,BOS,NYK,1,0
2018,BOS,OKC,1,1
2018,BOS,TOR,1,1
2018,CHA,BKN,1,0
2018,CHA,HOU,1,0
2018,CHA,MIL,1,0
2018,CHA,WAS,1,0
2018,CHI,CLE,2,0
2018,CHI,MEM,1,1
2018,CHI,NYK,1,0
2018,CHI,ORL,1,0
2018,CHI,SAS,1,0
2018,CHI,WAS,2,1
2018,CLE,DET,1,0
2018,CLE,LAL,1,1
2018,CLE,MIL,2,1
2018,CLE,NOP,1,0
2018,CLE,PHX,1,0
2018,CLE,POR,1,1
2018,CLE,SAC,2,0
2018,CLE,TOR,1,1
2018,CLE,UTA,1,1
2018,CLE,WAS,3,0
2018,DAL,CLE,1,0
2018,DAL,IND,1,0
2018,DAL,LAC,1,1
2018,DAL,NYK,3,3
2018,DAL,OKC,1,0
2018,DAL,PHX,1,0
2018,DAL,POR,1,0
2018,DAL,SAC,2,1
2018,DAL,TOR,1,0
2018,DEN,BKN,1,0
2018,DEN,DAL,1,0
2018,DEN,MIA,1,0
2018,DEN,PHI,1,0
2018,DET,HOU,1,0
2018,DET,LAL,1,1
2018,DET,MIN,1,0
2018,DET,NOP,1,0
2018,DET,NYK,1,0
2018,DET,TOR,2,0
2018,GSW,CLE,1,0
2018,GSW,DEN,1,0
2018,GSW,DET,1,0
2018,GSW,HOU,1,0
2018,GSW,LAL,1,0
2018,GSW,MEM,1,0
2018,HOU,ATL,1,0
2018,HOU,CHI,1,0
2018,HOU,CLE,2,0
2018,HOU,LAC,1,0
2018,HOU,MEM,1,0
2018,HOU,ORL,1,0
2018,HOU,PHI,1,0
2018,HOU,PHX,2,2
2018,HOU,POR,1,0
2018,IND,ATL,1,0
2018,IND,DET,1,0
2018,IND,LAL,1,0
2018,IND,WAS,1,0
2018,LAC,CLE,1,0
2018,LAC,MEM,1,2
2018,LAC,MIN,1,0
2018,LAC,NOP,1,0
2018,LAC,PHI,3,2
2018,LAC,PHX,1,0
2018,LAC,WAS,1,2
2018,LAL,ATL,1,0
2018,LAL,DEN,1,0
2018,LAL,LAC,1,0
2018,LAL,MIL,1,0
2018,LAL,MIN,2,0
2018,LAL,NOP,1,1
2018,LAL,POR,1,0
2018,LAL,WAS,1,0
2018,MEM,CHA,1,0
2018,MEM,CLE,2,0
2018,MEM,DEN,1,0
2018,MEM,IND,1,0
2018,MEM,MIA,1,0
2018,MEM,ORL,1,1
2018,MEM,SAC,1,1
2018,MEM,TOR,1,3
2018,MIA,CHI,1,0
2018,MIA,DET,1,0
2018,MIA,PHX,1,1
2018,MIA,SAS,1,0
2018,MIL,CHI,1,0
2018,MIL,DET,1,0
2018,MIL,NOP,3,2
2018,MIN,BOS,1,0
2018,MIN,HOU,1,0
2018,MIN,MIL,1,0
2018,MIN,PHI,2,4
2018,MIN,PHX,1,1
2018,MIN,SAC,1,1
2018,NOP,BOS,1,0
2018,NOP,GSW,1,0
2018,NOP,HOU,1,0
2018,NOP,MIA,1,0
2018,NOP,PHI,1,0
2018,NOP,SAC,1,0
2018,NOP,WAS,1,0
2018,NYK,IND,2,0
2018,NYK,LAL,1,0
2018,NYK,MEM,1,0
2018,NYK,NOP,2,0
2018,NYK,POR,1,0
2018,NYK,WAS,1,1
2018,OKC,CHI,1,0
2018,OKC,HOU,1,0
2018,OKC,PHI,1,1
2018,ORL,ATL,1,0
2018,ORL,CHA,1,0
2018,ORL,NYK,1,0
2018,ORL,PHI,1,0
2018,ORL,SAC,2,0
2018,ORL,SAS,1,0
2018,PHI,LAL,1,0
2018,PHI,MIL,1,0
2018,PHI,PHX,1,0
2018,PHI,SAC,1,0
2018,PHI,SAS,1,0
2018,PHX,ATL,1,0
2018,PHX,CHI,1,0
2018,PHX,GSW,2,0
2018,PHX,IND,1,0
2018,PHX,LAL,1,0
2018,PHX,NOP,1,0
2018,PHX,WAS,1,1
2018,POR,MIL,1,0
2018,POR,ORL,1,0
2018,POR,WAS,1,0
2018,SAC,ATL,1,0
2018,SAC,CHI,1,0
2018,SAC,DET,1,0
2018,SAC,HOU,2,0
2018,SAC,POR,1,0
2018,SAC,UTA,1,0
2018,SAS,CHA,1,0
2018,SAS,CLE,1,0
2018,SAS,MEM,1,0
2018,SAS,MIL,1,0
2018,SAS,TOR,2,2
2018,TOR,GSW,1,0
2018,TOR,OKC,1,0
2018,UTA,GSW,1,0
2018,WAS,DEN,1,0
2018,WAS,HOU,1,0
2018,WAS,MIL,2,0
2018,WAS,OKC,1,0
2018,WAS,TOR,1,0
